SAM,AREA_Dry,AREA_logdiff,AREA_Wet,Oilpct_Dry,Oilpct_logdiff,Oilpct_Wet,StemDiametermm_Wet,StemHeightmm_Wet,RootingDepthmm_Wet,RootBiomassmg_Wet,TRLmm_Wet,SRLmmg_Wet,RootBiomassAllocation_Wet,TRLAllocation_Wet,StemDiametermm_Dry,StemHeightmm_Dry,RootingDepthmm_Dry,RootBiomassmg_Dry,TRLmm_Dry,SRLmmg_Dry,RootBiomassAllocation_Dry,TRLAllocation_Dry,StemDiametermm_logdiff,StemHeightmm_logdiff,RootingDepthmm_logdiff,RootBiomassmg_logdiff,TRLmm_logdiff,SRLmmg_logdiff,RootBiomassAllocation_logdiff,TRLAllocation_logdiff
SAM001,11026.28,-0.023113141,11284.1,38.83273536,-0.031306464,40.06768101,2.575,44.381,129.875,6.55,1249.969,13.034,0.761,0.394,2.242,22.9,107.11,4.15,473.67,12.733,0.706,0.382,0.138481209,0.661674539,0.192716106,0.456356715,0.970363153,0.023364279,0.07501812,0.030930301
SAM002,5009.24,-0.451693166,7869.365,36.08159674,0.013935777,35.58225906,2.766,25.49,106.927,8.4,1514.032,13.201,0.654,0.387,2.82,36.222,126.572,16.5,3164.027,12.912,0.557,0.246,-0.019334652,-0.351380451,-0.168664958,-0.675128675,-0.737069293,0.022135473,0.160542112,0.453093157
SAM003,4146.585,-0.069218011,4443.77,12.03134452,0.071103086,11.20558374,2.252,39.769,98.215,7,859.721,13.094,0.616,0.367,2.344,51.717,123.198,6.8,1266.968,13.265,0.73,0.25,-0.040040161,-0.262698833,-0.226633864,0.028987537,-0.387774005,-0.012974878,-0.169797571,0.38390093
SAM004,6852.74,-1.006801147,18754.8,34.34804863,0.018052101,33.73355731,2.581,39.535,136.927,6.95,1792.673,13.296,0.608,0.297,2.757,31.229,125.451,11.15,1718.886,12.831,0.545,0.25,-0.065966211,0.235839205,0.087532693,-0.472697838,0.042031396,0.03559912,0.109389087,0.172271221
SAM005,3921.345,-1.077220168,11515.05,29.29094092,0.079633981,27.04884494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAM006,5647.32,-0.755848299,12025.5,22.51233132,0.068098412,21.03031159,2.624,48.404,72.988,8.467,1169.568,11.344,0.829,0.568,2.514,48.696,95.565,7.733,1290.491,12.666,0.606,0.265,0.042824761,-0.006014436,-0.2695116,0.090679369,-0.098388316,-0.110232268,0.313340169,0.762391593
SAM007,6920.26,-0.707008239,14033.7,39.0864452,-0.093057921,42.89836261,2.805,60.641,156.324,12.5,2862.647,12.616,0.511,0.223,2.391,66.561,125.013,14.9,2774.18,12.848,0.452,0.257,0.15969185,-0.093147588,0.223513045,-0.175632569,0.031391513,-0.018222308,0.12268741,-0.141904313
SAM008,12529.37,0.325654436,9046.89,5.355668523,0.141998374,4.646699409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAM009,4487.565,-0.731212304,9323.355,32.07034903,0.065265155,30.04411322,2.452,33.796,74.02,9.3,1145.93,12.887,0.817,0.513,2.354,31.323,73.898,9.667,1005.297,13.43,0.889,0.448,0.040788009,0.0759898,0.001649563,-0.038703623,0.130933514,-0.041271959,-0.084458141,0.135482613
SAM010,5207.955,-0.103334542,5774.905,32.7306342,0.031040724,31.73025815,1.822,18.459,74.686,3.25,577.387,12.793,0.818,0.487,1.552,18.54,96.11,5.15,724.89,13.166,0.79,0.4,0.160390377,-0.004378504,-0.252200711,-0.460341718,-0.227507167,-0.028739603,0.034829391,0.196799576
SAM011,3128.01,-0.713386876,6383.93,31.36180422,-0.010881966,31.70494594,2.557,36.011,107.655,11.133,1365.096,11.984,0.756,0.452,2.469,37.615,131.634,11.65,2011.522,12.898,0.576,0.249,0.035021486,-0.04357846,-0.201093675,-0.045392509,-0.387666894,-0.073499834,0.271933715,0.596229283
SAM012,6988.815,-0.028008044,7187.325,35.07029464,0.195258494,28.84959548,2.395,22.782,90.686,3.367,754.203,12.885,0.798,0.393,2.184,22.696,105.565,4.767,917.587,13.333,0.75,0.362,0.092225173,0.003782053,-0.151923887,-0.347695036,-0.196085836,-0.034178321,0.062035391,0.0821654
SAM013,4903.705,-0.33915654,6883.64,31.28421707,-0.137952604,35.91181419,2.051,20.231,82.321,2.933,951.321,13.558,0.851,0.464,2.047,19.051,106.606,3.5,1204.899,14.162,0.691,0.373,0.001952172,0.060096488,-0.258513556,-0.176737179,-0.23629948,-0.043585542,0.208272305,0.218306133
SAM014,5655.56,-0.629537579,10614.03,31.81089987,-0.062014044,33.84607493,2.496,42.23,105.927,8.6,1357.949,13.074,0.691,0.359,2.187,32.462,98.239,5.333,859.576,13.151,0.773,0.404,0.132158709,0.263060694,0.075346892,0.477848272,0.457291508,-0.005872276,-0.112139225,-0.118092489
SAM015,5837.775,0.283052055,4398.65,29.99180183,-0.070120046,32.17031451,2.117,32.171,64.988,5.1,726.067,12.918,0.773,0.468,1.717,30.335,83.11,5.15,557.349,13.28,0.87,0.466,0.20942141,0.058763264,-0.245962394,-0.009756175,0.264450682,-0.027637456,-0.118214163,0.004282662
SAM016,5829.34,-0.426154202,8926.8,30.13794913,-0.015435071,30.6067391,1.781,50.378,98.988,4.567,1439.714,13.034,0.79,0.354,1.768,30.068,79.645,2.15,601.148,13.477,0.778,0.489,0.00732604,0.516093089,0.217419371,0.753388692,0.873358601,-0.033423201,0.015306421,-0.323065576
SAM017,12142.5,NA,NA,30.50770081,0.098733461,27.63949356,2.464,29.518,81.655,6.633,727.999,12.274,0.843,0.558,2.134,36.096,83.565,7.633,915.391,12.366,0.713,0.268,0.143787893,-0.201181809,-0.023121718,-0.140423762,-0.229051622,-0.007467567,0.167485538,0.733371982
SAM018,NA,NA,12323.65,35.13871111,-0.063705189,37.45007051,2.685,45.438,128.884,9.15,1836.944,13.111,0.622,0.349,2.622,35.844,132.451,10.45,2585.128,13.182,0.51,0.176,0.023743343,0.23717257,-0.027299991,-0.132848099,-0.341671702,-0.00540069,0.198529367,0.684587927
SAM020,5546.87,NA,NA,33.98567547,0.01465107,33.49137879,2.568,33.686,122.209,8.5,1419.491,12.197,0.68,0.322,2.654,34.807,95.198,11.467,1388.531,13.217,0.813,0.461,-0.03294055,-0.032736195,0.249773761,-0.299407182,0.022052003,-0.08031386,-0.178638311,-0.358846497
SAM021,NA,NA,5321.47,22.35234147,-0.00179335,22.39246302,2.618,50.036,107.686,11.1,1724.277,12.412,0.801,0.37,2.303,57.318,128.606,9.867,2258.158,13.192,0.593,0.248,0.128198047,-0.135871964,-0.177533882,0.117749252,-0.269741605,-0.060946839,0.300666548,0.400074259
SAM022,5182.905,-0.367983437,7488.355,38.61779187,0.041741865,37.03899344,2.224,52.694,95.655,5.8,1184.709,12.713,0.773,0.433,1.948,40.757,109.531,5.833,1291.69,13.353,0.754,0.417,0.132504171,0.256873993,-0.135459646,-0.00567353,-0.086454264,-0.049115987,0.024886681,0.037651506
SAM023,7266.38,-0.342359561,10233,37.05154249,0.078548975,34.25254979,1.775,27.588,120.884,5.7,1255.303,12.253,0.633,0.317,1.827,38.44,127.06,6.15,1305.157,13.272,0.672,0.294,-0.028874854,-0.331717689,-0.049828008,-0.075985907,-0.038946362,-0.079885748,-0.059787918,0.075322007
SAM024,6037.77,0.061075583,5680.045,30.5406634,0.054022029,28.93456765,2.192,46.134,144.209,5.6,2738.786,12.29,0.403,0.192,1.837,38.189,123.451,5.35,1497.478,13.389,0.614,0.294,0.176680563,0.189002689,0.15541932,0.045670037,0.603732397,-0.085647551,-0.421058366,-0.426084395
SAM025,7136.385,0.10584742,6419.62,39.48806238,-0.01719137,40.17278506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAM026,7054.89,-0.03330505,7293.81,24.17941777,-0.051234011,25.45050988,2.286,21.185,118.927,2.35,872.847,13.201,0.85,0.456,2.243,31.064,102.606,7.733,1381.724,13.136,0.69,0.315,0.01898931,-0.382756208,0.147613449,-1.191081557,-0.459326991,0.004936032,0.208544752,0.369920171
SAM027,4875.94,-0.346018667,6891.795,21.21309212,0.102768328,19.14133659,2.78,43.441,81.375,5.4,773.034,12.47,0.764,0.476,2.904,35.926,108.565,13.033,1354.797,12.294,0.597,0.353,-0.043638169,0.189942428,-0.288280971,-0.881085649,-0.561083874,0.014214421,0.246650676,0.298949797
SAM029,3167.74,-0.516924598,5311.865,15.56976549,-0.105366315,17.29983976,2.498,56.336,98.02,7.967,1010.747,13.203,0.74,0.422,2.75,36.338,108.56,9.35,910.462,12.881,0.761,0.361,-0.0961105,0.438469737,-0.102131476,-0.160068333,0.104492777,0.024690719,-0.027983172,0.156127356
SAM030,3777.74,-0.128095081,4294.01,27.67628579,-0.00771147,27.89053567,1.995,14.406,41.209,4.5,616.55,12.99,0.912,0.826,2.111,20.507,81.865,4.967,832.857,13.818,0.828,0.466,-0.056517719,-0.353121505,-0.68641487,-0.098738639,-0.300722536,-0.061792259,0.096626836,0.572409139
SAM031,5569.91,-0.116182887,6256.13,30.21541098,0.017054218,29.70447992,2.421,31.504,84.988,7.167,1209.438,13.702,0.803,0.553,2.188,26.07,106.565,7.6,1334.675,13.102,0.637,0.392,0.101192793,0.189329294,-0.226245058,-0.05866109,-0.098532028,0.044776917,0.231585058,0.344096162
SAM032,6115.29,0.02711782,5951.685,33.08876507,-0.02015426,33.76241026,2.085,36.081,113.991,9.633,906.313,12.503,0.571,0.38,2.044,31.777,99.198,8.667,1280.882,13.216,0.74,0.401,0.019860183,0.127023653,0.139001645,0.105671994,-0.345919461,-0.055459601,-0.259260977,-0.053790175
SAM033,NA,NA,13753.45,28.47168103,0.074090978,26.43843884,2.595,51.926,114.02,11.733,1733.551,12.87,0.672,0.343,2.204,36.174,127.865,9.567,1955.233,13.154,0.658,0.26,0.163312625,0.361478999,-0.114601148,0.204085708,-0.120337462,-0.021826873,0.021053409,0.277048816
SAM034,8526.715,-0.011322227,8623.805,44.01868737,0.016098655,43.31571931,1.857,35.901,101.655,5.2,1157.045,14.161,0.804,0.33,1.638,24.376,97.232,4.5,923.763,13.4,0.76,0.399,0.125486297,0.387166109,0.044484852,0.144581229,0.225169075,0.055237,0.056280836,-0.189868762
SAM035,5888.965,-0.24181876,7499.97,32.29611058,0.026008829,31.46695598,2.457,46.528,89.655,7.1,1330.493,13.195,0.815,0.484,2.607,29.528,106.273,10.667,1841.298,12.959,0.608,0.303,-0.059259041,0.454715316,-0.170042284,-0.40706008,-0.324921207,0.018047443,0.293013231,0.468352101
SAM036,NA,NA,7374.23,28.88035167,-0.090304995,31.60977745,2.128,39.275,105.017,9.1,1401.563,12.777,0.609,0.324,2.124,29.074,98.531,6.967,944.895,12.698,0.658,0.329,0.001881468,0.30074388,0.063751022,0.267089697,0.394269511,0.006202179,-0.077386664,-0.015314235
SAM037,8394.095,0.094667673,7635.9,26.6075142,-0.028570227,27.37866039,2.378,54.205,105.35,10.767,1809.579,12.934,0.664,0.368,2.287,37.048,116.273,8.1,1611.867,13.228,0.689,0.261,0.039018883,0.380558786,-0.098652734,0.284621839,0.115701087,-0.022476292,-0.036959122,0.343562531
SAM038,9100.43,0.080039365,8400.425,32.59208943,-0.07773419,35.22668151,2.475,53.446,61.353,7.867,1200.967,11.855,0.851,0.591,2.528,43.117,119.198,9.933,1891.648,12.936,0.647,0.29,-0.02118808,0.214754447,-0.664141906,-0.233185752,-0.454321341,-0.087264403,0.274065834,0.711935094
SAM039,NA,NA,4206.02,32.58181071,0.064412879,30.54928556,2.515,52.586,122.02,9.8,1799.948,12.548,0.72,0.376,2.354,20.09,107.565,7.7,913.955,12.647,0.594,0.241,0.066156795,0.962227746,0.12608965,0.241162057,0.677731718,-0.007858743,0.192371893,0.44479221
SAM040,4047.835,-0.664483185,7866.91,27.15730896,-0.088910714,29.68247874,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAM041,7146.21,-0.544112045,12313.475,33.11936187,-0.009807101,33.4457647,2.187,41.031,113.384,8.05,1626.845,12.284,0.636,0.466,2.048,32.38,123.531,9.467,1732.11,13.01,0.634,0.252,0.065667035,0.23678693,-0.085711849,-0.162139976,-0.062697762,-0.05742069,0.003149609,0.614756547
SAM042,5601.545,-0.458117104,8856.57,30.75170291,-0.123934956,34.80915154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAM043,9257.73,-0.676020407,18201.05,24.80492047,0.116511088,22.07688097,2.531,46.321,114.988,8.233,1404.921,12.945,0.662,0.336,2.227,49.564,115.451,9.4,1448.702,13.155,0.713,0.24,0.127959093,-0.067669342,-0.004018422,-0.132559221,-0.03068691,-0.016092301,-0.074215864,0.336472237
SAM044,6030.405,-1.030484656,16899.75,34.05446098,0.012364088,33.63600089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAM045,7201.355,-0.044123057,7526.215,34.43057796,-0.038573117,35.78461961,3.004,45.041,173.988,13.567,2665.874,12.97,0.575,0.221,2.091,41.26,109.565,5.8,1299.056,13.444,0.693,0.263,0.362302313,0.087679678,0.462468351,0.849782456,0.718894112,-0.035893912,-0.186659958,-0.173991331
SAM047,6040.77,-0.899394301,14848.9,40.05652995,0.043250311,38.3610029,2.838,41.841,135.658,13.267,3225.109,13.173,0.573,0.322,2.527,24.542,100.906,10.533,1259.804,12.55,0.764,0.417,0.11606675,0.533490784,0.295947622,0.230766563,0.940010595,0.048448615,-0.287682072,-0.258534676
SAM048,9236.29,0.173051609,7768.59,33.0318154,0.067689632,30.86989904,2.444,60.618,112.655,15.933,2702.236,12.605,0.422,0.246,2.451,55.553,130.232,10.9,2409.226,13.283,0.618,0.174,-0.002860063,0.087254359,-0.144987424,0.379629641,0.114774044,-0.052391462,-0.381483143,0.346276237
SAM049,8715.25,-0.149162581,10117.2,35.23890293,-0.030948983,36.3465632,2.722,42.279,72.709,12.9,1548.12,12.733,0.589,0.41,2.067,38.881,119.939,6.967,1789.092,13.446,0.662,0.261,0.275268624,0.083784809,-0.500518107,0.616042595,-0.144666937,-0.054484615,-0.116839372,0.451636752
SAM050,5425.695,-0.217752592,6745.655,33.01023963,0.017988914,32.42173048,2.35,31.798,86.884,6.7,1406.904,12.45,0.543,0.436,2.211,30.92,112.865,9.567,2134.737,13.21,0.659,0.347,0.060970426,0.028000171,-0.261618519,-0.35621215,-0.416951909,-0.059253496,-0.193614215,0.228317463
SAM051,10359.21,-0.696064476,20778.95,32.3441473,-0.086735727,35.27479949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAM052,4981.145,-0.701567019,10046.525,23.50227171,0.570983869,13.27806222,2.405,43.586,63.02,7.967,699.45,12.564,0.792,0.564,2.291,38.213,135.232,10.1,1661.567,12.975,0.644,0.286,0.0485615,0.131560226,-0.763539686,-0.237227413,-0.8652221,-0.032188847,0.206862666,0.679062441
SAM053,7781.54,-0.334997332,10878.1,37.54425209,-0.023716113,38.44529826,2.685,47.624,62.991,6.467,1103.181,13.061,0.83,0.553,2.271,38.76,91.531,9.167,1937.232,12.996,0.647,0.334,0.167460465,0.205948049,-0.373685854,-0.348897757,-0.563062325,0.004989073,0.249079406,0.504217009
SAM054,4985.835,-0.695980201,9999.96,38.75773941,-0.053474483,40.88670484,2.192,35.306,117.02,11.833,1995.455,13.011,0.676,0.206,1.884,27.611,116.083,10.15,1321.106,12.698,0.715,0.409,0.151417193,0.245838677,0.008039408,0.153418533,0.41240283,0.024350653,-0.056089467,-0.685838987
SAM055,NA,NA,4462.68,32.80574928,-0.035388483,33.98748152,1.938,28.771,88.658,5.267,640.696,12.314,0.822,0.449,1.907,17.405,89.56,2.5,519.118,12.748,0.716,0.501,0.016125187,0.502610414,-0.010122521,0.745170209,0.210423868,-0.03463757,0.138060228,-0.109583213
SAM056,NA,NA,5429.24,27.74702984,-0.00912901,28.00149247,2.415,35.596,83.686,4.7,721.649,12.529,0.715,0.505,2.064,34.88,94.198,6.433,1262.514,13.205,0.687,0.403,0.157053439,0.020319673,-0.11832725,-0.313878484,-0.559321379,-0.052549588,0.03994825,0.225621867
SAM057,5894.39,0.432263515,3825.685,39.46214791,-0.000139126,39.46763849,2.025,46.532,80.353,4,1168.388,13.434,0.597,0.367,1.903,45.768,126.239,6.833,1265.526,12.918,0.664,0.372,0.062138112,0.016555091,-0.451747508,-0.535469455,-0.079862825,0.039167119,-0.106365036,-0.013532006
SAM058,NA,NA,9625.895,37.32049711,0.157548182,31.88049926,2.328,48.416,95.02,12.467,1982.096,13.229,0.706,0.45,2.144,34.44,103.565,6.5,1241.555,13.331,0.765,0.396,0.082336287,0.340611658,-0.086112039,0.651282976,0.467790244,-0.007680761,-0.080260596,0.127833372
SAM059,8311,-0.618885693,15432.345,41.56324197,-0.017736513,42.30700533,2.491,49.244,93.988,14.6,1443.575,12.938,0.824,0.339,2.391,34.424,102.198,8.333,1063.52,13.122,0.803,0.459,0.040972548,0.358033537,-0.083744994,0.560797993,0.305538515,-0.014121493,0.025815816,-0.303050103
SAM060,4759.605,-0.42471821,7278.195,19.85656313,0.022329705,19.41808568,1.972,13.239,121.353,6.333,954.252,12.866,0.698,0.38,1.837,17.918,103.606,5.133,869.608,13.217,0.759,0.325,0.07091445,-0.302638775,0.158108411,0.210083774,0.092885252,-0.026915707,-0.083782675,0.15634607
SAM061,9885.255,-0.219157673,12307.415,37.80900142,-0.024321601,38.73985084,2.565,43.941,98.384,13.9,2128.916,12.793,0.613,0.36,2.478,49.967,145.198,9.9,2082.669,13.033,0.597,0.289,0.034506695,-0.128514963,-0.389220139,0.339354083,0.021962686,-0.018586456,0.026447823,0.219677343
SAM062,10853.2,-0.656255232,20920.2,38.23156377,0.011239824,37.80425367,2.642,33.912,84.02,6.067,1267.909,12.472,0.763,0.447,2.607,57.118,137.239,11.167,2540.464,12.987,0.549,0.263,0.013336071,-0.521350369,-0.490669066,-0.610098752,-0.694977655,-0.040462725,0.32915959,0.530404562
SAM063,7816.745,-0.459793846,12379.75,34.13751671,-0.066865049,36.49816644,2.554,47.334,112.321,10.933,2003.78,12.89,0.599,0.33,2.447,31.925,124.239,11.033,2101.626,13.057,0.562,0.321,0.042797973,0.393839451,-0.100846286,-0.009105043,-0.047675934,-0.012872571,0.063759748,0.027651531
SAM064,9831.815,0.39596786,6617.09,27.66738052,0.052471366,26.25306527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAM065,3366.605,-1.060870133,9725.73,25.93230307,0.003936544,25.83042009,2.211,59.364,119.988,7.367,1984.088,13.259,0.734,0.338,2.198,34.266,118.898,10.033,1719.7,13.17,0.733,0.323,0.005897046,0.549534373,0.009125755,-0.308869092,0.143009506,0.006735051,0.001363327,0.045393572
SAM066,8285.19,-1.084542252,24508.3,37.08452901,0.041285673,35.58464418,2.644,58.579,123.683,7.1,1553.465,12.96,0.673,0.436,2.528,33.64,89.865,8.133,1572.61,13.364,0.774,0.35,0.044864446,0.554660435,0.319413296,-0.135835075,-0.01224874,-0.030696834,-0.139826544,0.219709089
SAM067,6369.5,-0.520494562,10718.975,31.40653164,0.087173144,28.78466389,1.951,46.262,88.017,5.5,936.852,13.214,0.754,0.409,2.043,39.078,111.239,8.767,1070.652,12.718,0.621,0.338,-0.046077254,0.168761241,-0.234151062,-0.46624658,-0.133497769,0.038258561,0.194061286,0.190669261
SAM068,13409.45,0.019684322,13148.075,22.984738,-0.176518046,27.42207857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAM069,5415.175,-0.129401472,6163.265,29.95008673,0.066231643,28.0307067,2.644,52.885,94.017,10.933,1681.916,12.28,0.594,0.378,2.56,46.815,122.572,17.067,2524.708,12.612,0.495,0.22,0.032285663,0.12191608,-0.265222995,-0.445361036,-0.406191793,-0.026676819,0.182321557,0.541266649
SAM070,4273.285,-1.167546265,13734.75,20.06170605,-0.032709091,20.72875604,2.362,64.362,116.353,8.767,1949.19,13.322,0.684,0.324,2.553,41.465,126.572,10.833,1732.856,12.745,0.593,0.25,-0.07776042,0.439673699,-0.084182643,-0.211602358,0.117642987,0.044277766,0.142763519,0.259282598
SAM072,7957.91,-0.005729411,8003.635,24.88985423,0.039208963,23.93283335,2.502,40.369,104.02,10,1307.525,12.597,0.677,0.402,2.547,34.752,132.239,12.367,1925.784,12.971,0.691,0.302,-0.017825784,0.149825039,-0.240027703,-0.212446542,-0.38719712,-0.029257406,-0.020468551,0.286025071
SAM073,4444.82,-0.160386312,5218.06,33.25773683,-0.019181937,33.90184249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAM074,8443.095,0.093810552,7687.06,30.82560786,-0.056026572,32.60195776,2.561,65.241,83.988,14.767,1213.756,12.368,0.732,0.429,2.387,51.125,83.56,12.15,1286.049,12.405,0.622,0.369,0.07036046,0.243814491,0.005108995,0.195065792,-0.057855044,-0.002987125,0.162840421,0.150660275
SAM076,4097.06,-0.338927603,5749.985,16.80965479,0.056039304,15.89356177,2.941,59.424,84.658,7.533,1066.323,13.712,0.893,0.501,2.843,42.348,123.572,8.033,1724.366,13.196,0.65,0.226,0.033889827,0.338776991,-0.378204371,-0.064264688,-0.480643165,0.038357608,0.317614218,0.796071102
SAM077,9487.405,-0.00037253,9490.94,29.30365134,-0.017578705,29.82332581,2.781,73.745,132.683,12.633,2937.269,13.188,0.615,0.284,2.437,67.035,123.906,12.1,3579.239,13.367,0.556,0.149,0.132042801,0.095398325,0.068439611,0.043106985,-0.19766997,-0.013481658,0.100853974,0.645027932
SAM078,4169.61,-0.35958417,5973.94,18.65131347,-0.017822101,18.98669883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAM080,10313.69,-0.484561874,16743.9,38.21833346,0.022569378,37.36543038,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAM081,NA,NA,4354.08,33.82381026,-0.039151729,35.1743361,2.115,22.851,54.324,5.7,705.444,12.351,0.832,0.697,2.122,15.929,79.951,7.1,654.46,12.502,0.692,0.547,-0.003304228,0.360853533,-0.386447829,-0.219628609,0.075016924,-0.0121516,0.184246485,0.242336608
SAM082,7402.68,0.046010613,7069.795,11.97152897,0.046319542,11.42965968,2.462,49.079,90.709,6.25,1073.9,12.11,0.662,0.338,2.342,36.449,112.451,7.9,1379.058,13.308,0.768,0.375,0.049968763,0.297517222,-0.214860991,-0.234281296,-0.250103776,-0.094333801,-0.148524177,-0.10388013
SAM083,5908.865,-0.475507283,9506.36,31.18108403,0.007060681,30.96169974,2.224,57.494,68.321,8.267,778.915,12.055,0.653,0.708,2.026,65.551,174.013,5.95,1332.113,13.292,0.683,0.42,0.093243971,-0.131147871,-0.934912823,0.328880467,-0.536619757,-0.097682839,-0.04491773,0.522189382
SAM084,10047.91,-0.373954777,14604.35,23.41217637,-0.065911501,25.00729908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAM088,8339.67,-0.065959779,8908.3,33.43787206,0.034028469,32.31917421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SAM090,7007.065,-0.046332038,7339.355,31.17323517,0.066506744,29.16744342,2.391,77.254,134.321,12.433,2036.549,12.322,0.402,0.399,2.35,49.988,125.939,12.5,2089.091,12.95,0.621,0.334,0.01729636,0.435315718,0.064434795,-0.005374416,-0.025472334,-0.049709506,-0.434878993,0.177820424
SAM091,4265.935,-0.491156117,6971.41,18.00709076,-0.13023066,20.51171675,3.334,81.759,114.683,13.667,2274.945,12.493,0.6,0.277,2.757,19.805,100.11,8.05,1355.283,12.92,0.594,0.289,0.190029652,1.417841464,0.135902219,0.529312077,0.517945588,-0.033608011,0.010050336,-0.042409182
SAM092,9845.295,-0.465392339,15680,15.34684435,-0.295117483,20.61517295,2.266,57.86,110.427,9.5,1088.026,12.942,0.674,0.332,2.093,43.898,114.939,10.033,1857.052,13.523,0.754,0.252,0.079417719,0.276157539,-0.040046884,-0.054587861,-0.534625239,-0.043914103,-0.112162257,0.275705881
SAM095,12492.51,0.474956274,7769.245,20.86442165,0.041693186,20.01240256,3.328,94.971,147.324,17.2,3045.411,12.772,0.432,0.309,2.743,42.815,158.572,11.5,2463.132,12.516,0.563,0.291,0.193319311,0.796683073,-0.073574506,0.402562348,0.212202157,0.020247449,-0.26485404,0.06001801
SAM096,5867.92,-0.422418075,8952.37,38.54588142,-0.058532044,40.86938709,1.925,44.446,135.686,6.567,1676.073,13.494,0.754,0.374,1.782,29.415,106.56,8.35,1232.313,13.042,0.817,0.551,0.077189639,0.412770221,0.241635186,-0.240204432,0.307560666,0.034070223,-0.080246727,-0.387479012
